Date/Time,"ID: 9021","ID: A821","ID: BF21","ID: 1221","ID: 0721","ID: 3721","ID: 4121","ID: D421","ID: 2421","ID: FA21"
"21-07-23 18:21:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 18:26:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 18:31:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 18:36:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 18:41:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 18:46:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 18:51:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 18:56:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 19:01:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 19:06:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 19:11:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 19:16:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 19:21:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 19:26:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 19:31:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 19:36:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 19:41:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 19:46:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 19:51:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 19:56:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 20:01:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 20:06:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 20:11:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 20:16:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 20:21:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 20:26:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 20:31:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 20:36:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 20:41:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 20:46:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 20:51:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 20:56:00",13.5,13.5,13,14,13.5,14,14,14,14,14
